year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws
2012,12,2,14,2,-5,-3,1018,NE,1.79
2012,12,2,15,2,-5,-3,1018,SE,1.79
2012,12,2,16,3,-5,-2,1018,SE,3.58
2012,12,2,17,2,-5,-3,1018,SE,5.37
2012,12,2,18,2,-6,-3,1018,SE,7.16
2012,12,2,19,2,-5,-3,1018,SE,8.95
2012,12,2,20,2,-5,-4,1018,SE,9.84
2012,12,2,21,2,-5,-4,1018,NE,0.89
2012,12,2,22,2,-6,-4,1018,cv,0.89
2012,12,2,23,2,-5,-4,1017,cv,1.78
2012,12,3,0,3,-7,-6,1017,cv,2.67
2012,12,3,1,2,-6,-6,1018,NW,1.79
2012,12,3,2,3,-6,-5,1018,NW,2.68
2012,12,3,3,2,-9,-8,1018,NW,4.47
2012,12,3,4,1,-7,-6,1018,NW,7.6
2012,12,3,5,1,-9,-6,1018,NW,9.39
2012,12,3,6,1,-10,-3,1019,NW,16.54
2012,12,3,7,1,-14,-2,1021,NW,24.59
2012,12,3,8,1,-16,-1,1021,NW,33.53
2012,12,3,9,1,-18,0,1022,NW,41.58
2012,12,3,10,1,-18,1,1022,NW,44.71
2012,12,3,11,1,-18,2,1022,NW,51.86
2012,12,3,12,1,-19,3,1021,NW,59.01
2012,12,3,13,1,-19,2,1021,NW,66.16
2012,12,3,14,1,-19,2,1021,NW,73.31
2012,12,3,15,1,-19,3,1021,NW,81.36
2012,12,3,16,1,-18,2,1022,NW,89.41
2012,12,3,17,1,-18,1,1023,NW,96.56
2012,12,3,18,1,-18,1,1023,NW,103.71
2012,12,3,19,1,-18,0,1024,NW,109.52
2012,12,3,20,1,-18,-1,1025,NW,113.54
2012,12,3,21,1,-14,-5,1025,NE,0.89
2012,12,3,22,1,-12,-6,1024,cv,0.89
2012,12,3,23,1,-13,-5,1024,cv,1.34
2012,12,4,0,1,-13,-5,1024,NW,1.79
2012,12,4,1,1,-13,-5,1024,NW,4.92
2012,12,4,2,1,-14,-5,1023,NW,8.05
2012,12,4,3,1,-14,-6,1023,cv,0.89
2012,12,4,4,1,-13,-7,1022,NW,0.89
2012,12,4,5,1,-13,-9,1022,NE,0.89
2012,12,4,6,1,-13,-10,1022,NE,1.78
2012,12,4,7,1,-12,-9,1022,NE,2.67
2012,12,4,8,1,-12,-8,1023,cv,0.89
2012,12,4,9,1,-10,-5,1023,cv,1.78
2012,12,4,10,1,-10,-3,1023,cv,2.67
2012,12,4,11,1,-11,-1,1022,NE,1.79
2012,12,4,12,1,-13,0,1021,cv,0.89
2012,12,4,13,1,-14,1,1020,cv,1.78
2012,12,4,14,1,-14,2,1019,cv,2.67
2012,12,4,15,1,-15,3,1019,cv,3.56
2012,12,4,16,1,-15,1,1019,NE,1.79
2012,12,4,17,1,-12,-1,1019,NW,1.79
2012,12,4,18,1,-15,0,1020,NW,3.58
2012,12,4,19,1,-11,-4,1021,cv,0.89
2012,12,4,20,1,-11,-6,1021,NE,1.79
2012,12,4,21,1,-12,-4,1021,NW,1.79
2012,12,4,22,1,-13,-3,1022,NW,4.92
2012,12,4,23,1,-14,-4,1022,cv,0.89
2012,12,5,0,1,-13,-5,1022,cv,1.78
2012,12,5,1,1,-13,-8,1022,cv,2.23
2012,12,5,2,1,-14,-7,1022,cv,3.12
2012,12,5,3,1,-16,-3,1022,NW,4.02
2012,12,5,4,1,-16,-2,1022,NW,11.17
2012,12,5,5,1,-17,-2,1022,NW,19.22
2012,12,5,6,1,-17,-4,1023,NW,24.14
2012,12,5,7,1,-19,-3,1024,NW,29.95
2012,12,5,8,1,-19,-3,1024,NW,35.76
2012,12,5,9,1,-19,-2,1024,NW,41.57
2012,12,5,10,1,-21,-3,1025,NW,50.51
2012,12,5,11,1,-24,-2,1025,NW,62.58
2012,12,5,12,1,-23,-2,1024,NW,74.65
2012,12,5,13,1,-24,-2,1024,NW,85.83
2012,12,5,14,1,-24,-2,1024,NW,95.66
2012,12,5,15,1,-24,-2,1024,NW,106.84
2012,12,5,16,1,-24,-3,1025,NW,114.89
2012,12,5,17,1,-24,-5,1025,NW,120.7
2012,12,5,18,1,-23,-5,1026,NW,126.51
2012,12,5,19,1,-22,-6,1026,NW,132.32
2012,12,5,20,1,-22,-8,1026,NW,135.45
2012,12,5,21,1,-21,-7,1026,SE,1.79
2012,12,5,22,1,-20,-8,1026,cv,0.89
2012,12,5,23,1,-17,-10,1025,SE,0.89
2012,12,6,0,1,-17,-10,1024,SE,1.78
2012,12,6,1,1,-18,-9,1024,SE,3.57
2012,12,6,2,1,-17,-10,1024,cv,0.89
2012,12,6,3,1,-19,-8,1024,NW,3.13
2012,12,6,4,1,-18,-9,1023,SE,1.79
2012,12,6,5,1,-19,-9,1023,SE,3.58
2012,12,6,6,1,-17,-10,1024,cv,0.89
2012,12,6,7,1,-16,-9,1023,cv,1.78
2012,12,6,8,1,-14,-8,1023,NW,1.79
2012,12,6,9,1,-13,-9,1023,cv,0.89
2012,12,6,10,1,-14,-6,1023,cv,1.78
2012,12,6,11,1,-14,-5,1023,NE,1.79
2012,12,6,12,1,-16,-4,1021,NE,3.58
2012,12,6,13,1,-17,-3,1020,NE,5.37
2012,12,6,14,1,-18,-2,1019,cv,0.89
2012,12,6,15,1,-18,-2,1019,SE,3.13
2012,12,6,16,1,-18,-3,1019,SE,4.92
2012,12,6,17,1,-18,-4,1020,SE,5.81
2012,12,6,18,1,-15,-6,1021,SE,6.7
2012,12,6,19,1,-16,-6,1022,NE,0.89
2012,12,6,20,1,-15,-7,1022,cv,0.45
2012,12,6,21,1,-15,-9,1022,NW,0.89
2012,12,6,22,1,-15,-9,1023,NW,4.02
2012,12,6,23,1,-15,-10,1023,NW,5.81
2012,12,7,0,1,-14,-8,1023,NW,7.6
2012,12,7,1,1,-14,-7,1024,NW,11.62
2012,12,7,2,1,-15,-8,1024,NW,14.75
2012,12,7,3,1,-15,-9,1024,NW,19.67
2012,12,7,4,1,-15,-10,1024,NW,23.69
2012,12,7,5,1,-16,-11,1024,NW,27.71
2012,12,7,6,1,-18,-9,1024,NW,29.5
2012,12,7,7,1,-18,-11,1024,NW,32.63
2012,12,7,8,1,-17,-8,1025,NW,34.42
2012,12,7,9,1,-18,-6,1025,cv,0.89
2012,12,7,10,1,-18,-5,1025,NW,3.13
2012,12,7,11,1,-20,-3,1024,NW,4.92
2012,12,7,12,1,-20,-2,1023,cv,0.89
2012,12,7,13,1,-21,-1,1022,cv,1.78
2012,12,7,14,1,-21,1,1021,cv,2.67
2012,12,7,15,1,-22,1,1021,NW,8.94
2012,12,7,16,1,-19,0,1022,NW,16.09
2012,12,7,17,1,-17,-1,1022,NW,21.9
2012,12,7,18,1,-17,-1,1023,NW,27.71
2012,12,7,19,1,-21,-2,1024,NW,33.52
2012,12,7,20,1,-21,-3,1025,NW,40.67
2012,12,7,21,1,-22,-3,1025,NW,49.61
2012,12,7,22,1,-24,-5,1026,NW,56.76
2012,12,7,23,1,-24,-6,1027,NW,62.57
2012,12,8,0,1,-25,-7,1028,NW,72.4
2012,12,8,1,1,-27,-8,1029,NW,82.23
2012,12,8,2,1,-27,-9,1029,NW,92.06
2012,12,8,3,1,-27,-9,1029,NW,100.11
2012,12,8,4,1,-27,-10,1029,NW,109.05
2012,12,8,5,1,-27,-10,1029,NW,117.1
2012,12,8,6,1,-27,-10,1029,NW,125.15
2012,12,8,7,1,-27,-10,1029,NW,130.96
2012,12,8,8,1,-27,-9,1029,NW,139.01
2012,12,8,9,1,-27,-8,1029,NW,147.95
2012,12,8,10,1,-28,-7,1029,NW,156
2012,12,8,11,1,-27,-6,1029,NW,161.81
2012,12,8,12,1,-27,-5,1028,NW,167.62
2012,12,8,13,1,-27,-5,1027,NW,177.45
2012,12,8,14,1,-27,-4,1026,NW,186.39
2012,12,8,15,1,-26,-4,1026,NW,193.54
2012,12,8,16,1,-26,-5,1027,NW,202.48
2012,12,8,17,1,-25,-7,1026,NW,209.63
2012,12,8,18,1,-25,-7,1027,NW,217.68
2012,12,8,19,1,-25,-7,1027,NW,225.73
2012,12,8,20,1,-25,-7,1027,NW,235.56
2012,12,8,21,1,-24,-8,1028,NW,241.37
2012,12,8,22,1,-24,-7,1028,NW,249.42
2012,12,8,23,1,-25,-7,1028,NW,256.57
2012,12,9,0,1,-25,-7,1028,NW,265.51
2012,12,9,1,1,-25,-8,1028,NW,272.66
2012,12,9,2,1,-25,-8,1029,NW,278.47
2012,12,9,3,1,-24,-8,1028,NW,284.28
2012,12,9,4,1,-25,-8,1028,NW,291.43
2012,12,9,5,1,-25,-8,1027,NW,296.35
2012,12,9,6,FALSE,-24,-10,1027,NW,301.27
2012,12,9,7,1,-23,-10,1028,NW,305.29
2012,12,9,8,1,-22,-9,1029,NW,309.31
2012,12,9,9,1,-23,-6,1029,NW,315.12
2012,12,9,10,1,-22,-4,1029,NW,319.14
2012,12,9,11,1,-23,-2,1028,NW,327.19
2012,12,9,12,1,-24,-1,1027,NW,334.34
2012,12,9,13,1,-26,0,1026,NW,341.49
2012,12,9,14,1,-26,1,1026,NW,348.64
2012,12,9,15,1,-26,1,1025,NW,355.79
2012,12,9,16,1,-26,0,1025,NW,362.94
2012,12,9,17,1,-23,0,1025,NW,368.75
2012,12,9,18,1,-20,-5,1026,cv,0.89
2012,12,9,19,1,-18,-8,1026,NE,3.13
2012,12,9,20,1,-18,-5,1026,NW,1.79
2012,12,9,21,1,-16,-6,1027,NE,3.13
2012,12,9,22,1,-16,-4,1027,NE,4.92
2012,12,9,23,1,-16,-3,1027,NE,8.94
2012,12,10,0,1,-16,-5,1027,NW,3.13
2012,12,10,1,1,-16,-6,1027,NW,6.26
2012,12,10,2,1,-15,-6,1027,NW,9.39
2012,12,10,3,1,-16,-4,1027,NW,12.52
2012,12,10,4,1,-16,-5,1027,NW,15.65
2012,12,10,5,1,-16,-6,1028,SE,1.79
2012,12,10,6,1,-15,-8,1028,NE,0.89
2012,12,10,7,1,-16,-10,1029,NE,1.78
2012,12,10,8,1,-13,-7,1030,NW,3.13
2012,12,10,9,1,-13,-3,1030,NW,6.26
2012,12,10,10,1,-14,-2,1030,NW,8.05
2012,12,10,11,1,-15,-2,1030,NW,9.84
2012,12,10,12,1,-15,-1,1030,SE,1.79
2012,12,10,13,1,-14,-1,1029,SE,3.58
2012,12,10,14,1,-13,-1,1029,SE,6.71
2012,12,10,15,1,-13,-1,1029,SE,8.5
2012,12,10,16,1,-13,-1,1029,SE,10.29
2012,12,10,17,1,-13,-3,1030,NE,0.89
2012,12,10,18,1,-13,-6,1030,NE,1.78
2012,12,10,19,1,-12,-5,1031,NE,2.67
2012,12,10,20,1,-11,-5,1031,SE,0.89
2012,12,10,21,1,-11,-5,1032,cv,0.89
2012,12,10,22,1,-11,-6,1032,cv,1.34
2012,12,10,23,1,-10,-6,1032,cv,1.79
2012,12,11,0,2,-11,-7,1032,cv,2.68
2012,12,11,1,1,-11,-8,1032,cv,3.13
2012,12,11,2,2,-13,-9,1032,cv,3.58
2012,12,11,3,2,-11,-9,1032,cv,4.03
2012,12,11,4,1,-12,-9,1032,cv,4.48
2012,12,11,5,1,-12,-10,1032,NE,0.89
2012,12,11,6,1,-12,-10,1033,NW,1.79
2012,12,11,7,1,-12,-9,1033,NE,1.79
2012,12,11,8,1,-11,-9,1034,NW,1.79
2012,12,11,9,1,-9,-5,1035,NW,4.92
2012,12,11,10,1,-9,-4,1035,NW,8.05
2012,12,11,11,1,-10,-3,1034,NW,9.84
2012,12,11,12,1,-10,-1,1034,NW,11.63
2012,12,11,13,1,-12,0,1033,cv,0.89
2012,12,11,14,1,-12,-1,1032,cv,1.78
2012,12,11,15,1,-12,-1,1031,SE,1.79
2012,12,11,16,1,-11,-1,1031,SE,3.58
2012,12,11,17,2,-11,-3,1031,SE,5.37
2012,12,11,18,2,-11,-4,1032,SE,6.26
2012,12,11,19,1,-11,-4,1032,SE,7.15
2012,12,11,20,1,-10,-4,1032,SE,8.94
2012,12,11,21,1,-11,-6,1032,SE,9.83
2012,12,11,22,1,-9,-5,1032,SE,11.62
2012,12,11,23,1,-8,-5,1032,SE,12.51
2012,12,12,0,1,-8,-5,1032,SE,14.3
2012,12,12,1,1,-7,-5,1031,SE,16.09
2012,12,12,2,1,-7,-5,1031,SE,17.88
2012,12,12,3,2,-7,-5,1031,SE,19.67
2012,12,12,4,2,-7,-5,1031,SE,21.46
2012,12,12,5,2,-7,-5,1031,SE,23.25
2012,12,12,6,2,-6,-5,1031,SE,25.04
2012,12,12,7,2,-5,-4,1030,SE,26.83
2012,12,12,8,1,-5,-4,1030,SE,28.62
2012,12,12,9,1,-5,-4,1030,SE,30.41
2012,12,12,10,1,-5,-4,1030,SE,32.2
2012,12,12,11,2,-4,-3,1030,SE,35.33
2012,12,12,12,1,-4,-3,1029,SE,38.46
2012,12,12,13,1,-3,-2,1028,SE,41.59
2012,12,12,14,1,-3,-2,1027,SE,44.72
2012,12,12,15,1,-3,-2,1027,SE,46.51
2012,12,12,16,2,-3,-2,1027,cv,0.89
2012,12,12,17,2,-4,-2,1027,NE,1.79
2012,12,12,18,2,-4,-2,1027,NE,2.68
2012,12,12,19,2,-4,-2,1027,NE,3.57
2012,12,12,20,2,-4,-3,1028,NW,1.79
2012,12,12,21,2,-4,-3,1028,NE,0.89
2012,12,12,22,2,-4,-3,1028,cv,0.45
2012,12,12,23,2,-4,-3,1028,NE,0.89
2012,12,13,0,2,-4,-3,1028,NE,1.78
2012,12,13,1,2,-4,-3,1028,SE,0.89
2012,12,13,2,2,-4,-3,1028,NE,0.89
2012,12,13,3,2,-4,-3,1028,cv,0.45
2012,12,13,4,2,-4,-3,1027,NW,1.79
2012,12,13,5,2,-4,-3,1027,NW,3.58
2012,12,13,6,2,-4,-3,1027,NW,5.37
2012,12,13,7,2,-4,-3,1027,NW,7.16
2012,12,13,8,2,-4,-2,1028,NW,8.95
2012,12,13,9,2,-4,-2,1028,NW,12.08
2012,12,13,10,2,-4,-2,1028,NW,13.87
2012,12,13,11,2,-4,-1,1028,NW,15.66
2012,12,13,12,2,-4,-1,1027,NW,18.79
2012,12,13,13,2,-5,-1,1026,NW,21.92
2012,12,13,14,2,-5,-1,1026,NW,23.71
2012,12,13,15,2,-5,-1,1026,NW,25.5
2012,12,13,16,2,-5,-1,1026,NW,27.29
2012,12,13,17,2,-5,-1,1026,NW,30.42
2012,12,13,18,2,-5,-1,1026,NW,33.55
2012,12,13,19,2,-5,-1,1026,NW,36.68
2012,12,13,20,2,-5,-1,1026,NW,39.81
2012,12,13,21,2,-5,-1,1026,NW,42.94
2012,12,13,22,2,-4,-1,1027,NW,46.07
2012,12,13,23,2,-3,-2,1027,NW,49.2
2012,12,14,0,2,-3,-2,1026,NW,52.33
2012,12,14,1,2,-2,-2,1026,NW,55.46
2012,12,14,2,2,-2,-2,1026,NW,59.48
2012,12,14,3,2,-2,-2,1025,NW,63.5
2012,12,14,4,2,-2,-2,1025,NW,66.63
2012,12,14,5,2,-2,-2,1024,NW,70.65
2012,12,14,6,2,-2,-2,1024,NW,75.57
2012,12,14,7,2,-2,-2,1024,NW,80.49
2012,12,14,8,2,-1,-1,1024,NW,85.41
2012,12,14,9,2,-1,-1,1024,NW,90.33
2012,12,14,10,2,-1,0,1025,NW,94.35
2012,12,14,11,2,-1,0,1024,NW,98.37
2012,12,14,12,2,-1,0,1024,NW,102.39
2012,12,14,13,2,-1,0,1023,NW,107.31
2012,12,14,14,2,0,1,1023,NW,109.1
2012,12,14,15,2,-1,1,1022,NW,110.89
2012,12,14,16,2,0,1,1023,NW,111.78
2012,12,14,17,2,0,1,1023,NW,113.57
2012,12,14,18,2,-1,1,1023,cv,0.89
2012,12,14,19,2,-1,1,1023,NE,0.89
2012,12,14,20,2,-1,0,1023,NE,1.78
2012,12,14,21,2,0,0,1023,cv,0.45
2012,12,14,22,2,0,0,1023,cv,1.34
2012,12,14,23,2,0,0,1023,SE,0.89
2012,12,15,0,2,0,1,1023,SE,1.78
2012,12,15,1,2,0,1,1023,SE,3.57
2012,12,15,2,2,0,1,1023,SE,5.36
2012,12,15,3,2,0,1,1023,SE,7.15
2012,12,15,4,2,0,1,1022,cv,0.89
2012,12,15,5,2,0,1,1022,SE,1.79
2012,12,15,6,2,0,1,1022,SE,3.58
2012,12,15,7,2,0,1,1023,SE,5.37
2012,12,15,8,2,-1,-1,1023,cv,0.89
2012,12,15,9,2,0,1,1023,NE,0.89
2012,12,15,10,2,1,1,1024,cv,0.89
2012,12,15,11,3,1,2,1024,cv,1.34
2012,12,15,12,2,0,2,1023,cv,2.23
2012,12,15,13,2,0,2,1023,cv,3.12
2012,12,15,14,3,0,3,1023,cv,4.01
2012,12,15,15,2,0,3,1023,SE,3.13
2012,12,15,16,2,0,3,1023,cv,0.89
2012,12,15,17,2,0,3,1024,NW,3.13
2012,12,15,18,2,-1,2,1024,cv,0.89
2012,12,15,19,3,-2,-1,1025,SE,1.79
2012,12,15,20,3,-2,-2,1026,cv,0.89
2012,12,15,21,3,-1,0,1026,cv,1.78
2012,12,15,22,2,0,1,1028,SE,1.79
2012,12,15,23,2,0,1,1028,SE,3.58
2012,12,16,0,3,0,1,1028,cv,0.89
2012,12,16,1,2,-1,1,1028,SE,3.13
2012,12,16,2,2,0,0,1028,SE,7.15
2012,12,16,3,2,0,0,1028,SE,8.94
2012,12,16,4,2,0,0,1027,SE,12.96
2012,12,16,5,2,-1,0,1027,SE,16.98
2012,12,16,6,1,-1,-1,1028,SE,21
2012,12,16,7,1,-2,-2,1028,SE,25.02
2012,12,16,8,1,-3,-2,1028,SE,29.04
2012,12,16,9,1,-4,-2,1028,SE,33.96
2012,12,16,10,1,-4,-2,1029,SE,37.09
2012,12,16,11,1,-5,-2,1029,SE,40.22
2012,12,16,12,1,-5,-2,1028,SE,42.01
2012,12,16,13,1,-5,-2,1027,SE,43.8
2012,12,16,14,1,-4,-2,1027,cv,0.89
2012,12,16,15,1,-5,-2,1026,SE,1.79
2012,12,16,16,1,-4,-2,1026,SE,3.58
2012,12,16,17,1,-4,-2,1027,cv,0.89
2012,12,16,18,1,-4,-2,1027,SE,0.89
2012,12,16,19,1,-4,-2,1028,NE,0.89
2012,12,16,20,1,-4,-2,1029,cv,0.89
2012,12,16,21,1,-3,-2,1029,NE,1.79
2012,12,16,22,1,-3,-2,1029,NW,3.13
2012,12,16,23,1,-4,-2,1030,NW,6.26
2012,12,17,0,1,-3,-2,1030,NW,9.39
2012,12,17,1,1,-5,-4,1030,NW,11.18
2012,12,17,2,1,-5,-5,1031,cv,0.89
2012,12,17,3,1,-6,-5,1031,NW,1.79
2012,12,17,4,1,-10,-3,1031,NW,8.94
2012,12,17,5,1,-11,-3,1032,NW,16.09
2012,12,17,6,1,-12,-4,1033,NW,21.9
2012,12,17,7,1,-13,-4,1033,NW,29.95
2012,12,17,8,1,-15,-3,1035,NW,41.13
2012,12,17,9,1,-15,-3,1036,NW,49.18
2012,12,17,10,1,-14,-2,1036,NW,56.33
2012,12,17,11,1,-13,-2,1036,NW,63.48
2012,12,17,12,1,-14,-1,1036,NW,70.63
2012,12,17,13,1,-14,-1,1035,NW,78.68
2012,12,17,14,1,-13,-1,1034,NW,86.73
2012,12,17,15,1,-13,-1,1034,NW,93.88
2012,12,17,16,1,-14,-2,1035,NW,99.69
2012,12,17,17,1,-16,-2,1035,NW,107.74
2012,12,17,18,1,-17,-3,1036,NW,116.68
2012,12,17,19,1,-17,-4,1036,NW,123.83
2012,12,17,20,1,-18,-4,1036,NW,130.98
2012,12,17,21,1,-17,-5,1037,NW,135.9
2012,12,17,22,1,-19,-5,1038,NW,143.05
2012,12,17,23,1,-18,-5,1038,NW,151.1
2012,12,18,0,1,-18,-6,1038,NW,160.04
2012,12,18,1,1,-19,-6,1039,NW,165.85
2012,12,18,2,1,-18,-9,1039,NW,169.87
2012,12,18,3,1,-18,-9,1039,NW,173
2012,12,18,4,1,-19,-9,1038,NE,3.13
2012,12,18,5,1,-19,-10,1038,NW,4.02
2012,12,18,6,1,-19,-9,1038,NE,3.13
2012,12,18,7,1,-19,-9,1039,NE,7.15
2012,12,18,8,1,-19,-9,1039,cv,0.45
2012,12,18,9,1,-18,-7,1039,NW,3.13
2012,12,18,10,1,-18,-4,1038,NW,7.15
2012,12,18,11,1,-18,-5,1038,NE,3.13
2012,12,18,12,1,-18,-4,1037,NE,6.26
2012,12,18,13,1,-16,-3,1035,SE,1.79
2012,12,18,14,1,-16,-2,1034,cv,0.89
2012,12,18,15,1,-17,-3,1033,SE,1.79
2012,12,18,16,1,-16,-4,1033,cv,0.89
2012,12,18,17,1,-15,-5,1033,SE,1.79
2012,12,18,18,1,-16,-5,1033,cv,0.89
2012,12,18,19,1,-14,-6,1032,cv,1.78
2012,12,18,20,1,-14,-5,1033,SE,1.79
2012,12,18,21,1,-12,-5,1032,SE,3.58
2012,12,18,22,1,-12,-5,1032,SE,6.71
2012,12,18,23,1,-12,-6,1032,cv,0.89
2012,12,19,0,1,-11,-8,1031,NE,0.89
2012,12,19,1,1,-11,-7,1031,SE,0.89
2012,12,19,2,1,-12,-8,1030,SE,1.78
2012,12,19,3,1,-12,-7,1029,SE,3.57
2012,12,19,4,2,-12,-7,1029,SE,5.36
2012,12,19,5,2,-12,-8,1028,NE,0.89
2012,12,19,6,2,-12,-8,1028,NE,1.78
2012,12,19,7,2,-12,-7,1028,NE,3.57
2012,12,19,8,2,-11,-6,1029,NE,4.46
2012,12,19,9,1,-11,-6,1029,NE,5.35
2012,12,19,10,1,-10,-5,1029,NE,6.24
2012,12,19,11,1,-10,-5,1029,cv,0.89
2012,12,19,12,2,-10,-4,1028,cv,1.78
2012,12,19,13,2,-10,-3,1028,cv,2.67
2012,12,19,14,2,-9,-3,1028,cv,3.56
2012,12,19,15,2,-9,-3,1028,cv,4.45
2012,12,19,16,2,-9,-4,1028,cv,4.9
2012,12,19,17,2,-9,-5,1028,SE,0.89
2012,12,19,18,2,-9,-7,1029,NE,0.89
2012,12,19,19,2,-9,-6,1030,SE,0.89
2012,12,19,20,2,-11,-9,1031,NW,3.13
2012,12,19,21,2,-11,-9,1031,NW,6.26
2012,12,19,22,2,-11,-9,1031,NW,8.05
2012,12,19,23,2,-10,-8,1031,NW,9.84
2012,12,20,0,2,-9,-6,1031,NW,12.97
2012,12,20,1,2,-12,-10,1031,NW,14.76
2012,12,20,2,2,-11,-9,1031,NW,17.89
2012,12,20,3,2,-11,-10,1030,NW,19.68
2012,12,20,4,2,-12,-10,1030,NW,21.47
2012,12,20,5,2,-11,-9,1030,NW,23.26
2012,12,20,6,2,-10,-9,1030,NW,25.05
2012,12,20,7,FALSE,-9,-7,1031,cv,0.45
2012,12,20,8,2,-10,-8,1031,cv,1.34
2012,12,20,9,2,-9,-6,1032,SE,0.89
2012,12,20,10,2,-9,-6,1032,SE,1.78
2012,12,20,11,2,-7,-4,1032,cv,0.89
2012,12,20,12,2,-7,-3,1031,cv,1.78
2012,12,20,13,2,-7,-2,1030,cv,2.67
2012,12,20,14,2,-7,-3,1030,cv,3.56
2012,12,20,15,2,-7,-3,1029,SE,1.79
2012,12,20,16,2,-7,-3,1028,SE,3.58
2012,12,20,17,2,-7,-3,1028,cv,0.89
2012,12,20,18,2,-7,-3,1028,SE,1.79
2012,12,20,19,2,-6,-3,1028,SE,4.92
2012,12,20,20,2,-5,-4,1029,cv,0.89
2012,12,20,21,2,-4,-4,1029,SE,0.89
2012,12,20,22,2,-4,-4,1029,cv,0.89
2012,12,20,23,2,-5,-4,1028,SE,0.89
2012,12,21,0,2,-5,-4,1028,NE,0.89
2012,12,21,1,3,-5,-4,1027,NW,0.89
2012,12,21,2,3,-5,-4,1027,NW,2.68
2012,12,21,3,3,-5,-5,1027,NW,3.57
2012,12,21,4,2,-8,-7,1026,NW,5.36
2012,12,21,5,2,-8,-8,1026,NW,7.15
2012,12,21,6,2,-10,-9,1027,NW,10.28
2012,12,21,7,2,-9,-8,1027,NW,13.41
2012,12,21,8,FALSE,-7,-6,1028,NW,17.43
2012,12,21,9,1,-6,-5,1029,NW,21.45
2012,12,21,10,1,-7,-3,1029,NW,25.47
2012,12,21,11,1,-8,0,1029,NW,29.49
2012,12,21,12,1,-10,0,1028,NE,4.92
2012,12,21,13,1,-12,1,1028,NW,8.05
2012,12,21,14,1,-12,1,1028,NW,15.2
2012,12,21,15,1,-14,1,1028,NW,20.12
2012,12,21,16,1,-13,0,1029,NW,25.93
2012,12,21,17,1,-13,-1,1030,NW,31.74
2012,12,21,18,1,-15,-1,1031,NW,35.76
2012,12,21,19,1,-16,-2,1032,NW,41.57
2012,12,21,20,1,-16,-4,1033,NW,46.49
2012,12,21,21,1,-15,-6,1034,NW,50.51
2012,12,21,22,1,-17,-6,1035,NW,54.53
2012,12,21,23,1,-17,-7,1035,NW,58.55
2012,12,22,0,1,-18,-7,1035,NE,4.02
2012,12,22,1,1,-18,-7,1034,NE,8.04
2012,12,22,2,1,-18,-9,1035,NW,3.13
2012,12,22,3,1,-18,-8,1035,NE,4.02
2012,12,22,4,1,-18,-8,1034,NE,8.94
2012,12,22,5,1,-18,-8,1035,NE,12.96
2012,12,22,6,1,-18,-8,1035,NE,16.98
2012,12,22,7,1,-19,-8,1035,NE,21.9
2012,12,22,8,1,-18,-8,1036,NE,25.92
2012,12,22,9,1,-19,-7,1036,NE,30.84
2012,12,22,10,1,-19,-6,1036,NE,35.76
2012,12,22,11,1,-19,-5,1036,NE,39.78
2012,12,22,12,1,-16,-3,1035,NW,1.79
2012,12,22,13,1,-16,-2,1034,NW,4.92
2012,12,22,14,1,-15,-2,1033,NW,8.94
2012,12,22,15,1,-16,-2,1033,NW,17.88
2012,12,22,16,1,-16,-3,1034,NW,26.82
2012,12,22,17,1,-20,-4,1035,NW,34.87
2012,12,22,18,1,-20,-5,1037,NW,44.7
2012,12,22,19,1,-21,-6,1038,NW,52.75
2012,12,22,20,1,-23,-7,1039,NW,62.58
2012,12,22,21,1,-22,-8,1039,NW,70.63
2012,12,22,22,1,-24,-9,1040,NW,82.7
2012,12,22,23,1,-25,-10,1040,NW,96.56
2012,12,23,0,1,-25,-10,1040,NW,108.63
2012,12,23,1,1,-24,-10,1039,NW,117.57
2012,12,23,2,1,-25,-11,1040,NW,124.72
2012,12,23,3,1,-25,-11,1039,NW,130.53
2012,12,23,4,1,-26,-11,1039,NW,137.68
2012,12,23,5,1,-27,-12,1039,NW,146.62
2012,12,23,6,FALSE,-26,-13,1039,NW,150.64
2012,12,23,7,FALSE,-27,-13,1040,NW,158.69
2012,12,23,8,FALSE,-26,-12,1040,NW,167.63
2012,12,23,9,FALSE,-26,-11,1040,NW,174.78
2012,12,23,10,FALSE,-25,-10,1040,NW,182.83
2012,12,23,11,FALSE,-25,-10,1039,NW,192.66
2012,12,23,12,FALSE,-25,-8,1038,NW,199.81
2012,12,23,13,FALSE,-24,-8,1036,NW,205.62
2012,12,23,14,FALSE,-24,-7,1034,NW,211.43
2012,12,23,15,FALSE,-24,-7,1033,NW,218.58
2012,12,23,16,FALSE,-24,-7,1033,NW,222.6
2012,12,23,17,FALSE,-22,-9,1032,NW,226.62
2012,12,23,18,FALSE,-22,-11,1032,NE,1.79
2012,12,23,19,FALSE,-21,-12,1032,cv,0.89
2012,12,23,20,FALSE,-21,-12,1032,cv,1.78
2012,12,23,21,FALSE,-20,-13,1032,cv,2.67
2012,12,23,22,FALSE,-20,-15,1032,NE,0.89
2012,12,23,23,FALSE,-19,-15,1031,cv,0.45
2012,12,24,0,FALSE,-19,-14,1031,SE,0.89
2012,12,24,1,FALSE,-19,-15,1030,cv,0.45
2012,12,24,2,FALSE,-21,-17,1030,NE,0.89
2012,12,24,3,FALSE,-20,-17,1029,cv,0.89
